"Target String","URL Safe String","Owner","Repository","Content","Page","value","externalUrl","externalUrlTitle","Excerpt","FeatureImageAltText","Permalink","Description"
".org",".org","Leslie B. Fox","Leslie B. Fox, CFA","Community Involvement Content--7","us.rbcwealthmanagement.com/web/les.fox/community-involvement","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A2125:contentForm:j_idt12:dynamicContent:j_id3"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A2125:contentForm:j_idt12:dynamicContent:j_id4""><value>&lt;div&gt;
&lt;h3&gt;Organizations I Support&lt;/h3&gt;
&lt;/div&gt;

&lt;div&gt;
&lt;div&gt;While I&amp;rsquo;m not a native Houstonian, I have lived most of my adult life here and consider it to be my home. I&amp;rsquo;m a sincere believer in &amp;ldquo;charity begins at home&amp;rdquo; and I support, and am actively involved with, several charities in the Houston area.&amp;nbsp;
&lt;hr /&gt;
&lt;div&gt;
&lt;div&gt;
&lt;div&gt;
&lt;div&gt;
&lt;h3&gt;&lt;img src=""/delegate/services/file/193790/content"" style=""float: right;"" /&gt;&lt;/h3&gt;
&lt;/div&gt;

&lt;div&gt;
&lt;h3&gt;Proud to Be Named Volunteer of the Year&lt;/h3&gt;
I am honored to have been named RBC Wealth Management&amp;rsquo;s 2016 Volunteer of the Year for my work helping children and people of need in the Houston area. I am incredibly passionate about community involvement, and I am very proud to be recognized for those efforts and to have made an impact in our community. For more information about the award, please click &lt;a href=""http://www.rbcwealthmanagement.com/us/en/news-events/events/bad-pants-big-heart-volunteer-of-the-year-helps-houston-newborns/detail/""&gt;here&lt;/a&gt;.

&lt;hr /&gt;&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;

&lt;h3&gt;Texas Children&amp;#39;s Hospital&lt;/h3&gt;

&lt;div&gt;
&lt;div&gt;My twin daughters, now&amp;nbsp;30 years old, were born premature at 28 weeks, weighing 2 lbs 2 ozs and 2 lbs 7 ozs. They spent the first three months of their lives at Texas Children&amp;#39;s Hospital&amp;nbsp;and my wife and I have been the hospital&amp;rsquo;s biggest fans ever since. In 2006 and 2007, I served as Chair of the organizing committee for the Bad Pants Open, a golf tournament benefiting the Newborn Center at Texas Children&amp;rsquo;s and remain an active member of the organizing committee for this event. This&amp;nbsp;year we raised $375,000 for the Newborn Center.&lt;/div&gt;
&lt;/div&gt;
&lt;br /&gt;
Click the video above to take a look at some of the fun we had this year and save the date for next year&amp;#39;s&amp;nbsp;tournament: &lt;strong&gt;Thursday, October 12, 2017&lt;/strong&gt;. It&amp;rsquo;s a good time for a great cause!

&lt;div&gt;
&lt;hr /&gt;&lt;/div&gt;

&lt;div&gt;
&lt;div&gt;&lt;img src=""/delegate/services/file/193864/content"" style=""width: 30%; float: right;"" /&gt;&lt;/div&gt;

&lt;div&gt;
&lt;h3&gt;Christus Foundation for Health Care&lt;/h3&gt;
I serve on the Board of Directors and have served as Chairman of the investment committee of the &lt;a href=""http:////www.christusfoundation.org/""&gt;CHRISTUS Foundation for HealthCare&lt;/a&gt;&lt;br /&gt;
&lt;br /&gt;
The Foundation serves as a fundraising resource for a variety of programs in the Houston and Galveston area that help people of all ages, faiths, and cultures that find themselves in need. &amp;nbsp;&lt;br /&gt;
&lt;br /&gt;
&lt;em&gt;Les with Lee Trevino and guest at the Christus Foundation for Healthcare annual charity luncheon.&lt;/em&gt;

&lt;hr /&gt;&lt;/div&gt;

&lt;div&gt;
&lt;div&gt;
&lt;div&gt;
&lt;div&gt;
&lt;h3&gt;Houston Bar Association&amp;rsquo;s Production of &amp;ldquo;NIGHT COUR&lt;img src=""/delegate/services/file/193873/content"" style=""width: 285px; height: 185px; float: right;"" /&gt;T&amp;rdquo;&lt;/h3&gt;

&lt;div&gt;While you may not know it, under the guise of mild-mannered portfolio manager beats the heart of a drummer!&lt;br /&gt;
&lt;br /&gt;
I&amp;rsquo;ve been playing the drums in the Houston Bar Association&amp;rsquo;s annual &amp;ldquo;Night Court&amp;rdquo; production, an original all-lawyer (and me) musical comedy that raises funds for local charities, off and on for the past 19 years. This year it&amp;#39;s on! Find out more at &lt;a href=""http://www.nightcourt.org""&gt;www.nightcourt.org&lt;/a&gt;.&amp;nbsp;&lt;br /&gt;
&amp;nbsp;&lt;/div&gt;

&lt;div&gt;&amp;nbsp;&lt;/div&gt;

&lt;div&gt;
&lt;hr /&gt;&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;

&lt;h3&gt;Evelyn Rubenstein Jewish Community Center&lt;/h3&gt;
I formerly served on the board of directors of the &lt;a href=""http://www.erjcchouston.org/""&gt;Evelyn Rubenstein Jewish Community Center&lt;/a&gt;, and continue to support their efforts. The ERJCC has a tremendous variety of programs designed to bring people together and enrich lives.&lt;/div&gt;

&lt;div&gt;&lt;br /&gt;
&amp;nbsp;&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
</value></static-content></root>","","","","","7-1509592857025",""
".org",".org","Tim J Farley","Farley, Larson & Lee Wealth Management Group","Race for the Kids Content--13","us.rbcwealthmanagement.com/web/fll/race-for-the-kids","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A7356:contentForm:j_idt9:dynamicContent:j_id5"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A7356:contentForm:j_idt9:dynamicContent:j_id6""><value>&lt;p&gt;&lt;img src=""/delegate/services/file/246454/content"" style=""float: right; width: 200px; height: 265px;"" /&gt;&lt;/p&gt;

&lt;h3&gt;Please join us for the RBC Race for the Kids!&lt;/h3&gt;

&lt;p&gt;RBC is proud to continue its title sponsorship of the &lt;a href=""https://www.minnesotahalfmarathon.com/"" target=""_blank""&gt;RBC Race for the Kids&lt;/a&gt; Minnesota Half Marathon and 5k on Saturday, August 4, 2018. The race will once again benefit the Ronald McDonald House.&lt;br /&gt;
&lt;br /&gt;
RBC has a long legacy of supporting children&amp;rsquo;s causes, and the global, employee-led Race for the Kids initiative is part of our commitment to kids and youth. Along with the Twin Cities race, RBC-sponsored charitable runs take place in in London, Toronto, New York City, Chicago, Sydney, Hong Kong and more.&amp;nbsp;&amp;nbsp;&lt;/p&gt;

&lt;h3&gt;Join Team RBC&lt;/h3&gt;

&lt;p&gt;All are welcome! The RBC Race for the Kids Minnesota Half Marathon is an event for everyone! There&amp;rsquo;s a half marathon, half marathon relay, 10 mile, 5 mile, 5K run/walk and a kid&amp;rsquo;s dash, as well as a half marathon skate. In 2017 we added a Ronald McDonald House Family Walk for former and current RMHC families and friends can join together to celebrate RMHC-UM and raise money to support programs and services to provide a home-away-from-home for families during a child&amp;#39;s illness.&lt;/p&gt;

&lt;h3&gt;Race details&lt;/h3&gt;

&lt;p&gt;Helmets are &lt;strong&gt;required&lt;/strong&gt; for all skaters.&lt;br /&gt;
&lt;br /&gt;
&lt;strong&gt;Race Date&lt;/strong&gt;: Saturday, August 4, 2018&lt;br /&gt;
&lt;strong&gt;Location&lt;/strong&gt;: &amp;nbsp;Upper Landing Park, St. Paul&amp;nbsp;&lt;br /&gt;
For updated information and to register visit &lt;a href=""https://www.minnesotahalfmarathon.com/"" target=""_blank""&gt;www.minnesotahalfmarathon.com&lt;/a&gt;.&amp;nbsp;&lt;/p&gt;

&lt;h3&gt;Fundraise&lt;/h3&gt;

&lt;p&gt;&lt;a href=""http://events.rmhtwincities.org/site/TR?fr_id=1040&amp;amp;pg=entry"" target=""_blank""&gt;Fundraise for the race&lt;/a&gt;&amp;nbsp;and help support the Ronald McDonald House Charities, Upper Midwest. There are some great incentives for top fundraisers, and you don&amp;rsquo;t have to be registered to run to fundraise.&lt;/p&gt;
</value></static-content></root>","","","","","13-1509988401324",""
".org",".org","Matthew G Lanham","GEN Group","The Retirement Center - 401k / 403b Content--12","us.rbcwealthmanagement.com/web/gengroupa4d71956-7070-4f70-9d98-c2b77e74ac89","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A1981:contentForm:j_idt9:dynamicContent:j_id5"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A1981:contentForm:j_idt9:dynamicContent:j_id6""><value>&lt;h3&gt;Plan Sponsors&amp;nbsp; -&amp;nbsp; 401(k) and 403(b) Retirement Plans&lt;/h3&gt;

&lt;ul&gt;
	&lt;li&gt;Plan analysis &amp;amp; design&lt;/li&gt;
	&lt;li&gt;Fiduciary support and education&lt;/li&gt;
	&lt;li&gt;Plan reviews &amp;amp; direction&lt;/li&gt;
	&lt;li&gt;Employee education&lt;/li&gt;
	&lt;li&gt;Fee analysis and benchmarking&lt;/li&gt;
&lt;/ul&gt;

&lt;h4&gt;Plan Participants&amp;nbsp;&lt;/h4&gt;

&lt;p&gt;-&amp;nbsp; The MLA Group serves as plan advisor for many major retirement providers.&lt;br /&gt;
Provider contact info regarding your 401k / 403b account:&lt;/p&gt;

&lt;p&gt;&lt;strong&gt;&lt;u&gt;Fidelity Investments&lt;/u&gt;&lt;/strong&gt;&lt;br /&gt;
&lt;a href=""http://www.netbenefits.com"" target=""_blank""&gt;www.netbenefits.com&lt;/a&gt;&lt;br /&gt;
800-294-4015&lt;br /&gt;
&lt;br /&gt;
&lt;br /&gt;
&lt;u&gt;&lt;strong&gt;TIAA Cref&lt;/strong&gt;&lt;/u&gt;&lt;br /&gt;
&lt;a href=""http://www.tiaa-cref.org"" target=""_blank""&gt;www.tiaa-cref.org&lt;/a&gt;&lt;br /&gt;
800-842-2776&lt;br /&gt;
&lt;br /&gt;
&lt;br /&gt;
&lt;u&gt;&lt;strong&gt;OneAmerica&lt;/strong&gt;&lt;/u&gt;&lt;br /&gt;
&lt;a href=""http://www.oneamerica.com"" target=""_blank""&gt;www.oneamerica.com&lt;/a&gt;&lt;br /&gt;
800-249-6269&lt;br /&gt;
&lt;br /&gt;
&lt;br /&gt;
&lt;u&gt;&lt;strong&gt;Expert Plan&lt;/strong&gt;&lt;/u&gt;&lt;br /&gt;
&lt;a href=""http://www.expertplan.com"" target=""_blank""&gt;www.expertplan.com&lt;/a&gt;&lt;br /&gt;
877-395-8172&lt;br /&gt;
&lt;br /&gt;
&lt;br /&gt;
&lt;u&gt;&lt;strong&gt;John Hancock&lt;/strong&gt;&lt;/u&gt;&lt;br /&gt;
&lt;a href=""http://www.jhpensions.com"" target=""_blank""&gt;www.jhpensions.com&lt;/a&gt;&lt;br /&gt;
800-395-1113&lt;br /&gt;
&lt;br /&gt;
&lt;br /&gt;
&lt;u&gt;&lt;strong&gt;Principal Financial Group&lt;/strong&gt;&lt;/u&gt;&lt;br /&gt;
&lt;a href=""http://www.principal.com"" target=""_blank""&gt;www.principal.com&lt;/a&gt;&lt;br /&gt;
800-986-3343&lt;br /&gt;
&lt;br /&gt;
&lt;br /&gt;
&lt;u&gt;&lt;strong&gt;Pai&lt;/strong&gt;&lt;/u&gt;&lt;br /&gt;
&lt;a href=""http://www.pai.com"" target=""_blank""&gt;www.pai.com&lt;/a&gt;&lt;br /&gt;
800-236-7400&lt;br /&gt;
&lt;br /&gt;
&lt;br /&gt;
&lt;u&gt;&lt;strong&gt;ING&lt;/strong&gt;&lt;/u&gt;&lt;br /&gt;
www.ingretirement.ingplans.com&lt;br /&gt;
800-584-6001&lt;/p&gt;
</value></static-content></root>","","","","","12-1510033639541",""
".org",".org","John W Conlin","Conlin Wealth Management Group","Community Involvement Content--12","us.rbcwealthmanagement.com/web/conlinwealthmanagementgroup/community-involvement","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A3743:contentForm:j_idt9:dynamicContent:j_id3"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A3743:contentForm:j_idt9:dynamicContent:j_id4""><value>&lt;div&gt;&lt;strong&gt;Our Role Within the Community&lt;/strong&gt;&lt;/div&gt;

&lt;p&gt;Being responsible stewards of our clients&amp;#39; assets, our communities, and the environment is a core tenet at RBC Wealth Management. We strongly support this belief and are committed to giving back to our community through volunteering, sponsorships, and financial support. &lt;o:p&gt;&lt;/o:p&gt;&lt;/p&gt;

&lt;div&gt;We are very proud to support the following local organizations and non-profits:
&lt;div&gt;&lt;a href=""http://www.shoreviewcommunityfoundation.org/home.html"" target=""_blank""&gt;ShoreviewFoundation&lt;/a&gt;

&lt;div&gt;&lt;a href=""http://www.specialolympics.org/"" target=""_blank""&gt;Special Olympics&lt;/a&gt;

&lt;div&gt;&lt;a href=""https://afsp.org/"" target=""_blank""&gt;American Foundation for Suicide Prevention&lt;/a&gt;

&lt;div&gt;&lt;a href=""http://www.eastafricafoundation.org/"" target=""_blank""&gt;East Africa Medical Assistance Foundation&lt;/a&gt; &lt;o:p&gt;&lt;/o:p&gt;

&lt;p&gt;&amp;nbsp;&lt;/p&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
</value></static-content></root>","","","","","12-1510034031957",""
".org",".org","John W Conlin","Conlin Wealth Management Group","Community Involvement Content--12","us.rbcwealthmanagement.com/web/conlinwealthmanagementgroup/community-involvement","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A3743:contentForm:j_idt9:dynamicContent:j_id3"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A3743:contentForm:j_idt9:dynamicContent:j_id4""><value>&lt;h3&gt;Our role within the community&lt;/h3&gt;

&lt;p&gt;Being responsible stewards of our clients&amp;#39; assets, our communities, and the environment is a core tenet at RBC Wealth Management. We strongly support this belief and are committed to giving back to our community through volunteering, sponsorships, and financial support. &lt;o:p&gt;&lt;/o:p&gt;&lt;/p&gt;

&lt;div&gt;We are very proud to support the following local organizations and non-profits:
&lt;div&gt;&lt;a href=""http://www.shoreviewcommunityfoundation.org/home.html"" target=""_blank""&gt;ShoreviewFoundation&lt;/a&gt;

&lt;div&gt;&lt;a href=""http://www.specialolympics.org/"" target=""_blank""&gt;Special Olympics&lt;/a&gt;

&lt;div&gt;&lt;a href=""https://afsp.org/"" target=""_blank""&gt;American Foundation for Suicide Prevention&lt;/a&gt;

&lt;div&gt;&lt;a href=""http://www.eastafricafoundation.org/"" target=""_blank""&gt;East Africa Medical Assistance Foundation&lt;/a&gt; &lt;o:p&gt;&lt;/o:p&gt;

&lt;p&gt;&amp;nbsp;&lt;/p&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
&lt;/div&gt;
</value></static-content></root>","","","","","12-1510034031957",""
".org",".org","David Heide","Heide Wealth Management Group","About Our Team","us.rbcwealthmanagement.com/web/heidewealthmanagement/about-our-team","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A2769:contentForm:j_idt10:dynamicContent:j_id3"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A2769:contentForm:j_idt10:dynamicContent:j_id4""><value>&lt;h3&gt;&lt;img alt=""Heide Wealth Management Team Photo"" src=""/documents/301603/301617/HeideWMG+1021+c+4340+%281%29.jpg/349d2c52-de4b-4beb-b6cb-3cb62171c89a?t=1633981399803"" style=""width: 100%;"" /&gt;&lt;/h3&gt;

&lt;h3&gt;Our mission&lt;img alt="""" height=""1"" src=""//insight.adsrvr.org/track/conv/?adv=3fykk9t&amp;amp;ct=0:xdq112g&amp;amp;fmt=3"" style=""border-style:none;"" width=""1"" /&gt;&lt;/h3&gt;

&lt;p&gt;We believe in goal-oriented investment strategies that help our clients achieve financial independence. We believe long-term relationships are built only on the trust we earn through integrity, hard work and service.&lt;/p&gt;

&lt;p&gt;We strive to add value by helping each client establish realistic and achievable financial goals. We then design and implement a detailed investment plan customized to meet our clients&amp;rsquo; needs both now and in the future.&amp;nbsp;&lt;/p&gt;

&lt;hr /&gt;</value></static-content></root>","","","","","6-1510337257176",""
".org",".org","Tom E Riley","Tom Riley, CFP®","Why Work with a CFP® Content--5","us.rbcwealthmanagement.com/web/tom.riley/why-work-with-a-cfp-custom","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content><value>&lt;div&gt;
 &lt;div&gt; 
  &lt;div&gt;
   &lt;div&gt; 
    &lt;h3&gt;Tom Riley&lt;/h3&gt; 
    &lt;div&gt;
     
    &lt;/div&gt; 
   &lt;/div&gt;
  &lt;/div&gt; 
 &lt;/div&gt;
&lt;/div&gt;
&lt;div&gt;
 &lt;div&gt; 
  &lt;div&gt;
   &lt;div&gt;
    &lt;a href=""http://letsmakeaplan.org/choose-a-cfp-professional/why-cfp-certification-matters""&gt;&lt;strong&gt;Why Work With a CERTIFIED FINANCIAL PLANNER™?&lt;/strong&gt;&lt;br&gt;&lt;br&gt;&lt;/a&gt;
    &lt;em&gt;Certification Requirements&lt;/em&gt; 
    &lt;div&gt;
     An individual that obtains their CFP® designation must meet rigorous education, testing, and ethical standards. These standards are held as some of the highest in the financial industry.
     &lt;br&gt;
    &lt;/div&gt; 
    &lt;div&gt;
     &lt;br&gt;
     &lt;em&gt;Education&lt;/em&gt;
    &lt;/div&gt; 
    &lt;div&gt;
     There are almost 100 different financial planning topics that a financial advisor must study if they want to obtain their CFP® designation, including:
    &lt;/div&gt; 
    &lt;ul&gt; 
     &lt;li&gt;Investments &lt;/li&gt; 
     &lt;li&gt;Income Tax Planning&lt;/li&gt; 
     &lt;li&gt;Retirement Planning&lt;/li&gt; 
     &lt;li&gt;Estate Planning&lt;/li&gt; 
     &lt;li&gt;Wealth Transfer Strategies&lt;/li&gt; 
     &lt;li&gt;Employee Benefits&lt;/li&gt; 
     &lt;li&gt;Insurance&lt;/li&gt; 
     &lt;li&gt;Risk Management&lt;/li&gt; 
     &lt;br&gt; 
    &lt;/ul&gt; 
    &lt;div&gt;
     &lt;br&gt;In addition to learning how these different topics work and flow into each other to create a financial picture for an individual, they must continue their education, by going to numerous courses and seminars each year.
     &lt;br&gt;
    &lt;/div&gt; 
    &lt;div&gt;
     &lt;br&gt;
     &lt;em&gt;Examination&lt;/em&gt;
     &lt;br&gt;The CFP® exam is a comprehensive two-day, 10 hour examination that attests their ability to apply their learned topics to various wealth management issues and situations. This test is considered one of the most stressful and difficult examinations to pass.
     &lt;br&gt;
    &lt;/div&gt; 
    &lt;div&gt;
     &lt;br&gt;
     &lt;em&gt;Ethics&lt;/em&gt;
     &lt;br&gt;Through the Code of Ethics, financial advisors that have obtained their CFP® agree to act fairly and diligently when providing service to others. Failure to uphold the strict ethic code set forth can result in losing the designation.
     &lt;br&gt;
    &lt;/div&gt; 
    &lt;div&gt;
     &lt;br&gt;
     &lt;em&gt;What to Expect When Working With a CFP®&lt;/em&gt;
     &lt;br&gt;When working with a CERTIFIED FINANCIAL PLANNER™, you can expect to work with a financial advisor that is well versed in developing an integrated wealth management plan geared towards accomplishing your goals. You can also expect to receive the service of someone that will put their clients first.
    &lt;/div&gt;
   &lt;/div&gt;
  &lt;/div&gt; 
  &lt;div&gt;
   &lt;br&gt;
  &lt;/div&gt; 
 &lt;/div&gt;
&lt;/div&gt;</value></static-content></root>","","","","","5-1510338864962",""
".org",".org","Harold D. Losey Jr.","The Losey Carleton Group","Community Involvement Content--10","us.rbcwealthmanagement.com/web/loseycarleton/community-involvement","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A0185:contentForm:j_idt9:dynamicContent:j_id5"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A0185:contentForm:j_idt9:dynamicContent:j_id6""><value>&lt;h3&gt;The Losey Carleton Group - community involvement&lt;/h3&gt;

&lt;p&gt;The success and vitality of our communities truly matter to RBC and to all of us at The Losey Carleton Group, and we are committed to being involved.&amp;nbsp; In addition to sponsorships and grants from the RBC Foundation, and to the company&amp;rsquo;s dedication to the nation&amp;rsquo;s youth, to various non-profit organizations, and to the well-known &lt;a href=""http://www.rbc.com/community-sustainability/environment/rbc-blue-water/index.html"" target=""_blank""&gt;Blue Water Project&lt;/a&gt;, our team directly supports numerous non-profit and charitable organizations within our communities. &lt;o:p&gt; &amp;nbsp; &lt;/o:p&gt;&lt;/p&gt;

&lt;ul&gt;
	&lt;li&gt;&lt;a href=""http://plcnh.org/"" target=""_blank""&gt;Piscataquog Land Conservancy&lt;/a&gt;&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://concordchorale.org/"" target=""_blank""&gt;Concord Chorale&lt;/a&gt;&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://www.merrimackrivergreenwaytrail.org/"" target=""_blank""&gt;Merrimack River Greenway Trail&lt;/a&gt;, Volunteer&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://www.capitalregionfoodprogram.org/index.html"" target=""_blank""&gt;Capital Region Food Program&lt;/a&gt;, Board Member&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://www.capitalregionfoodprogram.org/index.html"" target=""_blank""&gt;Crotched Mountain Foundation&lt;/a&gt;, Investment Committee Member &amp;nbsp;&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://www.chichesteryouth.com/"" target=""_blank""&gt;Chichester Youth Association&lt;/a&gt;&lt;/li&gt;
	&lt;li&gt;Chichester Central School, Board Member&lt;/li&gt;
	&lt;li&gt;Webster Youth Soccer, Board Member&lt;/li&gt;
&lt;/ul&gt;

&lt;p&gt;&amp;nbsp;&lt;/p&gt;

&lt;p&gt;&lt;em&gt;&lt;strong&gt;Since 2013, Harold, Jennifer and the entire Concord office of RBC have partnered with the Friends of the Merrimack River Greenway Trail as part of the annual RBC Blue Water Day event.&lt;/strong&gt;&lt;/em&gt;&lt;/p&gt;

&lt;p&gt;&lt;br /&gt;
&lt;img src=""/delegate/services/file/347380/content"" style=""width: 335px; height: 251px;"" /&gt;&lt;/p&gt;

&lt;p&gt;Results of the winter debris clean up on the trail (2016)&lt;br /&gt;
&lt;br /&gt;
&lt;img src=""/delegate/services/file/347389/content"" /&gt;&lt;/p&gt;

&lt;p&gt;At the trailhead (2014)&lt;/p&gt;

&lt;p&gt;&lt;img src=""/delegate/services/file/347398/content"" /&gt;&lt;/p&gt;

&lt;div&gt;At Terrill Park, how it all began for us (2013)&lt;/div&gt;
</value></static-content></root>","","","","","10-1511414556259",""
".org",".org","Harold D. Losey Jr.","The Losey Carleton Group","Community Involvement Content--10","us.rbcwealthmanagement.com/web/loseycarleton/community-involvement","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A0185:contentForm:j_idt10:dynamicContent:j_id5"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A0185:contentForm:j_idt10:dynamicContent:j_id6""><value>&lt;h3&gt;The Losey Carleton Group - Community Involvement&lt;/h3&gt;

&lt;p&gt;The success and vitality of our communities truly matter to RBC and to all of us at The Losey Carleton Group, and we are committed to being involved.&amp;nbsp; In addition to sponsorships and grants from the RBC Foundation, and to the company&amp;rsquo;s dedication to the nation&amp;rsquo;s youth, to various non-profit organizations, and to the well-known &lt;a href=""http://www.rbc.com/community-sustainability/environment/rbc-blue-water/index.html"" target=""_blank""&gt;Blue Water Project&lt;/a&gt;, our team directly supports numerous non-profit and charitable organizations within our communities. &lt;o:p&gt; &amp;nbsp; &lt;/o:p&gt;&lt;/p&gt;

&lt;ul&gt;
	&lt;li&gt;&lt;a href=""http://plcnh.org/"" target=""_blank""&gt;Piscataquog Land Conservancy&lt;/a&gt;&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://concordchorale.org/"" target=""_blank""&gt;Concord Chorale&lt;/a&gt;&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://www.merrimackrivergreenwaytrail.org/"" target=""_blank""&gt;Merrimack River Greenway Trail&lt;/a&gt;, Volunteer&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://www.capitalregionfoodprogram.org/index.html"" target=""_blank""&gt;Capital Region Food Program&lt;/a&gt;, Board Member&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://www.capitalregionfoodprogram.org/index.html"" target=""_blank""&gt;Crotched Mountain Foundation&lt;/a&gt;, Investment Committee Member &amp;nbsp;&lt;/li&gt;
	&lt;li&gt;&lt;a href=""http://www.chichesteryouth.com/"" target=""_blank""&gt;Chichester Youth Association&lt;/a&gt;&lt;/li&gt;
	&lt;li&gt;Chichester Central School, Board Member&lt;/li&gt;
	&lt;li&gt;Webster Youth Soccer, Board Member&lt;/li&gt;
&lt;/ul&gt;

&lt;p&gt;&lt;br /&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;&amp;nbsp;&lt;/p&gt;

&lt;p&gt;&amp;nbsp;&lt;/p&gt;
</value></static-content></root>","","","","","10-1511414556259",""
".org",".org","Angela J. Kiefer","Kiefer Wealth Management Group","Community Involvement Content--13","us.rbcwealthmanagement.com/web/kieferwealthmanagementgroup/community-involvement","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><root clientId=""A2594:contentForm:j_idt9:dynamicContent:j_id3"" xmlns=""http://www.veriday.com/xsd/content/content-base""><static-content clientId=""A2594:contentForm:j_idt9:dynamicContent:j_id4""><value>&lt;h3&gt;Community involvement&lt;/h3&gt;

&lt;p&gt;Being responsible stewards of our clients&amp;#39; assets, our communities, and the environment is a core tenet at RBC Wealth Management. At the Kiefer Wealth Management Group, we strongly support this belief and are committed to giving back to our community through volunteering, sponsorships, and financial support. We invite you to explore some our recent initiatives below.&lt;/p&gt;

&lt;hr /&gt;
&lt;h3&gt;We are proud to be a supporter of Brackets For Good for a third year in a row.&lt;/h3&gt;

&lt;p&gt;Brackets For Good hosts online, bracket-style fundraising tournaments in philanthropic communities around the United States (third year in the Twin Cities). Participating nonprofit organizations compete to out-fundraise their opponents, earn increased exposure, and have a chance to win $10,000 from a generous corporate sponsor. This year the tournament runs March 2nd&amp;nbsp;through April 6th, 2018. Brackets For Good is a 501(c)(3) charitable organization that helps build awareness, raise funds, and expand marketing capabilities for local nonprofits through competitive, online fundraising tournaments.&amp;nbsp;&lt;/p&gt;

&lt;p&gt;The 2018 Brackets For Good Minnesota champion is&amp;hellip;. Dodge Nature Center! Check out the final bracket at &lt;a href=""https://minnesota.bfg.org/bracket"" target=""_blank""&gt;https://minnesota.bfg.org/bracket&lt;/a&gt;. This organization raised $120,344.22 themselves and the entire tournament helped participating nonprofits raise $376,666 from 2,558 donations.&lt;/p&gt;

&lt;p&gt;Congratulations to Dodge Nature Center!&lt;/p&gt;

&lt;div&gt;
&lt;hr /&gt;
&lt;h3&gt;WeCan Minnesota&lt;/h3&gt;
&lt;/div&gt;

&lt;p&gt;The Wayzata Office of RBC Wealth Management volunteered Tuesday, March 8th to build bookshelves and organize food donations.&lt;br /&gt;
&lt;br /&gt;
WeCan is a community nonprofit that provides support services empowering individuals and families to reach stability and self-sufficiency.​ Located in Mound, Minnesota, WeCAN serves the western communities of Hennepin County. Visit the &lt;a href=""http://www.wecanmn.org/"" target=""_blank""&gt;WeCan website&lt;/a&gt;&amp;nbsp;to donate or get involved.&lt;br /&gt;
&lt;br /&gt;
&lt;img src=""/delegate/services/file/349469/content"" /&gt;&lt;/p&gt;

&lt;hr /&gt;
&lt;h3&gt;Strides for Stroke&lt;/h3&gt;

&lt;p&gt;We are proud to support the &lt;a href=""http://www.strokemn.org"" target=""_blank""&gt;Minnesota Stroke Association&lt;/a&gt;, which works to raise awareness about strokes and support the over 97,000 Minnesotans who live with the effects of stroke through advocacy, education and outreach. The association organizes Strides for Stroke to honor stroke survivors and their families and raise funds for support programs.&amp;nbsp;&lt;/p&gt;
</value></static-content></root>","","","","","13-1511414815196",""
